Time_hours,Temperature_C,pH,Dissolved_Oxygen_percent,Glucose_gL,Agitation_RPM,Cell_Viability_percent,Product_Titer_gL
50,37.06481679387896,6.962488745969809,80.65019652933528,4.712832630276953,292.6194291633861,100.0,1.1885904682522805
51,36.922983543916736,6.982416070668748,77.2457395685782,4.776055899757246,301.8125116260205,99.84116546762708,1.020018253451045
52,36.86461559993881,6.983880603725655,77.64376702184948,4.8151451304124295,304.60271624982306,99.82166023195263,0.338434176591461
53,37.12233525776817,6.978713475316478,78.33254794244667,4.762624647887558,301.9484234027014,99.1986850219317,0.95720100056036
54,37.206199904499194,6.961993896923092,76.22825815305357,5.011493657583681,289.8030468029114,98.24341919586428,0.7106079212460167
55,37.18625602382324,6.959067532641239,77.26148428055701,4.74932279061732,302.06361771325453,98.32846985257497,1.300137304500494
56,36.83215649535547,6.971488918580172,77.92755825291067,4.7764453220513134,314.6219593871764,100.0,0.5972547969133863
57,36.938157524829755,6.994954580385187,80.60877836142545,4.849438903160298,304.4863576451453,99.44945825551889,1.0828160569362912
58,37.06625268628071,6.981872003091889,79.36512265800386,4.705785047392391,309.6198718907184,99.28148775539277,1.90100595524631
59,37.19510902542447,6.963087713358278,79.20717982273509,4.783431928824374,297.6298802998737,98.98610995767764,0.889049577523733
60,36.90416515243094,6.985433974212967,80.50179592433594,4.851745326125018,307.4990023942371,99.09481115451925,0.6246640828974218
61,36.96286820466724,6.9125291475873984,78.5052564232012,4.783713959561749,302.79267838216526,100.0,0.9712234926104897
62,36.778733005198795,6.991975314007442,79.54092969985778,4.804661314110005,290.49089270312766,99.04475591813197,0.43735957089805755
63,36.760758675183865,6.9337057244244376,78.533556494135,4.758066788755163,303.18521004798873,98.02893528669844,1.8239838527623662
64,37.16250516447884,6.960751181171937,79.25072469879926,4.656552969081923,290.0830333655969,100.0,0.7300355188479908
65,37.27124800571416,6.945106602107478,77.53448268477683,4.837159321133924,293.6711972511521,99.14512333613527,0.5135333398872436
66,36.98559797568393,6.941106370485581,73.80236568344715,4.977493307164724,301.89328307292374,99.37139586553278,0.24215549748998194
67,37.2007065795784,6.98971653574757,78.39144167562739,4.800840163078345,302.97244273380124,100.0,1.218610095803219
68,37.07232720500953,6.956645975973762,81.48549627219988,4.818526411724755,288.1076753492287,99.29943944264949,1.1135937064138695
69,36.870976049078976,6.9724300776346135,80.4724308044832,4.862272275511686,310.53985771182874,99.59918367311873,0.44132281429295345
70,37.07227912110168,6.964061588422416,80.53079496918234,4.66306695034533,305.7200627830047,98.12107650870168,0.9882256725612114
71,37.3076073132932,6.974040816544463,81.05226144361244,4.957251465812961,292.95271564389117,99.07033054764905,0.0
72,36.99283479217801,6.965536437821205,78.73731518192288,4.80423287964228,284.62415203550825,99.8895260452086,0.8124852875365781
73,37.3129287311628,6.937840155516229,78.9346314148112,4.9441856899089105,298.5509542091857,97.71462626615876,0.9563781760383472
74,36.47605097918205,6.982925336388943,77.2846962091313,4.704696700447601,295.5405628613884,99.46084509311571,1.5936649047796114
75,37.16438050087505,6.952624868336774,77.8678542879459,4.956806192255783,301.1314045705302,99.35079107264481,0.3645905986356553
76,37.017409413647634,6.930868362026804,79.71154229954229,4.8495155494034785,296.36883338844433,99.28128745558743,0.12082368559883783
77,36.94019852990682,6.9529376967806815,80.86776887433763,4.824304008585236,279.9254313925499,100.0,0.32228601953747915
78,37.0183521553071,6.991015195812687,78.16110744863799,4.789402445435315,296.1165306169884,99.55443851484851,0.11171574984254007
79,36.60248621707982,6.9775044348422695,77.51962147029718,4.738147138192555,296.94380888931687,100.0,1.4583286788794916
80,36.9560656224325,6.953026957311843,78.4010559177132,4.880053165847387,306.33661024774057,98.20641048440596,1.5743196475120182
81,37.07142251430235,6.9525148459136314,79.58241349785823,4.7710359869848045,293.0180032538895,99.32592456721835,0.9701082889744145
82,37.29557880894831,6.952567298975652,75.47229036773291,4.557293029641285,316.78674673372564,99.26446678638996,1.430647472842574
83,36.89634595634527,7.000034959671217,73.74763809372553,4.6392813538293005,280.8835944934824,98.10074550624492,0.8969791902901177
84,36.838301279421366,6.965638709044631,77.21892630101682,4.729415424780726,313.11167497802626,100.0,0.7924441761496169
85,36.89964859128309,6.9661008329438205,75.85857514817168,4.775999898316556,297.7568102912189,100.0,0.6834811904731192
86,37.18308042354042,6.977605669080637,77.26371960470539,4.73634115111001,308.59584872343555,99.12299392551617,0.7048045043112172
87,37.065750221931935,6.961275783180531,77.96443936236506,4.860897078979367,300.7980148405873,99.63502108827376,0.09609922184548436
88,36.89404795924659,6.950819157083586,77.33350318195397,4.540889813596137,311.3955553602547,99.20451847581533,1.0121273818036696
89,37.10265348662267,6.9515730030183,81.12493506894148,4.747358793650515,296.1263803544719,98.39641533009282,0.8698330448929781
90,37.01941550986961,6.953567974811719,78.85348952920464,4.548202077461285,289.01379574822187,97.27923972219797,1.272680362038938
91,37.19372899810658,6.953755555269804,78.78094871922167,4.802971229548417,314.20504287271064,98.38422651690463,0.9567617482193049
92,36.85958938122453,6.968552590872739,79.4044142880868,4.7145541285558,298.8651935411786,97.68804161904826,0.8386481492154542
93,36.93446757068045,6.954538917716146,75.86233376443846,4.762960997202412,302.2155847362421,100.0,0.4944034849961847
94,36.92157836937357,6.967652801544312,80.19822357484054,4.631611703941023,312.34751914044796,98.94489030607676,0.9760766184108807
95,36.70729701037358,6.950885668397828,77.94847142692907,4.842946493165775,289.6804475790556,98.70408067095282,1.319118615408081
96,37.05922405541291,6.953572703806322,79.42096123448242,4.8161724664058845,305.9549089763926,99.92915382478782,0.3883305044580696
97,37.05221105443598,6.911535986309358,75.91628553391969,4.7673544303011886,294.1010524353711,97.90824889714412,1.0137368768403696
98,37.001022691328494,6.969326553494049,74.93248246796787,4.693048275313656,298.67830644355627,98.25313596199544,1.096521475764742
99,36.95308257332497,6.95742976951796,79.65577931605006,4.760985728529514,300.7227896538429,99.07807226924862,0.6309676081908678
100,36.71692585158992,6.969960202197194,78.75281905219504,4.629310743201265,284.99778138553063,100.0,0.7060718475459999
101,36.915870935446925,6.891574892436126,76.17589689128498,4.782555565902071,292.21162957179564,99.49168504516878,1.1253054243831073
102,36.93145709669464,6.990767494095614,76.2206738374506,4.858948089432392,313.5107289241314,99.22832514251589,0.4532894908536885
103,36.83954454615568,6.945708207436897,80.19086956882954,4.798061055997919,308.861911885848,99.04811773523602,1.2049618576246963
104,36.9677428576668,6.97016365633475,75.54117621426535,4.615039753019259,299.37360422672765,99.36023585552677,0.5923228131704
105,37.080810171362906,6.926701881457489,81.18534590651193,4.72114173172731,302.43123458512895,99.15165290512925,1.5814268465166084
106,37.377237180242105,6.959255478101252,76.07875853070426,4.5526858456241355,297.0575749436354,97.91002772522306,2.22891387269415
107,37.03491556256637,6.925431688736527,79.13678385121676,4.7362390311175675,313.5658338582798,98.97607922163316,0.6396215991490902
108,37.05151007814455,6.933524620786083,77.18276304850204,4.721060341286254,297.99647422205834,97.84631134108226,1.3471039311873374
109,36.98511081684676,6.983780627077336,79.02637486216467,4.486018366046784,302.3184209213485,98.99108254290083,0.7266290475589905
110,36.616245756940195,6.941186351984733,76.71177199577161,4.553821615608763,311.46030144142065,98.41935205851176,1.620477086898895
111,36.994697224910155,6.948848657463594,77.4544141878554,4.638686110325623,292.22628515154094,100.0,0.4773707954573926
112,37.01204604198821,6.961401354613775,77.84183835079145,4.633914025285917,315.58789184496896,98.84010561624828,1.3602933792138565
113,37.492648422497055,6.953413637759453,75.73562508843705,4.540052306458119,284.6953859025662,97.46576043373841,0.6935055165553238
114,36.96152780704377,6.946008378102871,79.20164869084024,4.696897872935219,316.296421311128,98.72581978932307,1.0365077054508158
115,37.06030946846672,6.949799220049324,76.67357286705683,4.680147360894051,296.27324416048026,99.36935874563788,0.6344873624263466
116,36.99305764605895,6.990068311704766,77.22280016931997,4.632573086802148,297.57301252174716,100.0,1.5711752354478767
117,36.766264392476096,6.940347624059328,75.67130125078297,4.5734208499841635,281.09989828817055,98.24054760006128,0.7515098227802064
118,37.228564562903,6.945021980934299,72.51533268240938,4.750870712641656,295.45205282622305,97.23757202597635,1.4559821296659137
119,37.15038660653735,6.961513087920152,77.23794447479966,4.808540711308829,289.60193468973114,99.62683701143098,1.0179509858688336
120,37.15820638940861,6.96211051865916,82.42523084322582,4.591643851615346,293.92353654626527,97.41940129410034,1.1427638141005685
121,36.81812250904105,6.963240606111207,79.14920857579605,4.575783308284518,298.6268903421112,98.35384455849253,1.2838779537000642
122,37.28055886218722,6.951774604440584,77.5214792405312,4.6831207665412,309.57791614472904,98.522379514489,0.8390876641705756
123,36.71962978744154,6.915639901745391,77.01421834158347,4.595197062025302,302.07603351400627,98.70036654669988,1.3351835567704435
124,37.11737141876005,6.9706686306460215,77.56493178562408,4.6140602799336765,303.07676653401114,99.44916445707435,2.0051672821772053
125,37.438091125161996,6.9145730921396265,78.59423823035041,4.698965315172467,289.0448061115444,98.06636571771361,0.8609526070836429
126,36.80189273497386,6.943052709304781,75.11837436938231,4.43106439124927,291.1924591039727,98.46627074783324,1.8459050716369223
127,36.886740454079444,6.921414482999612,79.68864338933774,4.750830232485267,317.98725018351314,98.71572964705062,2.0190488167438922
128,37.01993027301753,6.93471723306814,78.87076263088248,4.623268052432934,292.6479896523675,98.86959795751879,0.871922505485978
129,36.89930486917676,6.94207524820607,78.85637145141587,4.571850685543781,316.562082520573,98.80782717470791,0.5624726974547241
130,36.68986731378677,6.941427144309005,78.27695147761946,4.601076584577855,297.56938801119134,99.13600577522259,1.4509804500858823
131,37.013712594961206,6.942938415084706,77.41923331538797,4.603242935502052,300.02287936143506,99.53383950964174,1.0362962386165635
132,36.78753925725478,6.966274225381173,78.70572247193364,4.430879869655508,310.7036516022993,99.07263411565097,2.254301609581501
133,37.094718486127036,6.94257068603028,78.52362826748276,4.750493822745324,312.71892421938657,99.12358552350922,1.3474037702499162
134,36.81611515315324,6.928116867294187,76.61191857811795,4.6021325632270615,298.8918743972091,97.07777683325352,0.9389002959824104
135,37.30998688100351,6.951781743365768,76.1527964542062,4.639300213044737,296.1175694647846,98.70022769916568,0.7764202444941444
136,36.84334934153275,6.955789409778493,77.48371259052398,4.6871549770574035,299.44079551477785,99.11950754800161,1.9049524795454151
137,36.935587696758866,6.90694784369726,80.35804030299037,4.48688375424397,303.3795752823212,99.35894119457045,1.0844080129579068
138,37.16270344347394,6.9429480013969975,74.7617858486922,4.633347189903523,308.91303686869753,97.92764922576622,1.4019143997302141
139,36.753827136713205,6.944523454846219,74.28494946849511,4.556235890910121,300.04229858994154,97.95096072511136,1.8679013725562406
140,37.04549198692082,6.9240487299327995,77.52952168247303,4.66467707752165,306.18886298023153,98.02589932471639,1.157870824034585
141,37.261428550856486,6.957014136266232,77.28177540371205,4.364277257964851,316.3835973227094,99.12641389989135,1.3870355856299197
142,36.678503353087756,6.9259988882593495,77.50668332874082,4.564090569975873,303.81309612264783,99.6138810549242,1.4117157950887398
143,37.03692677170646,6.931011529069431,77.627906395817,4.510717934421604,303.11652856004775,98.1625398927084,1.771662255758046
144,37.05197655884969,6.924538563514322,76.67359549073039,4.611226295063415,284.8108917490993,99.46796231362705,1.7353721677551628
145,37.156364574355464,6.927811580951629,80.07972687720415,4.612004418736821,273.6926986317094,98.67347980916459,1.3399431343725856
146,36.75260985782438,6.9050744982620955,73.87819204304697,4.4912374105177975,303.8837572923017,98.41571422283756,1.4918245307482587
147,36.735908677383144,6.897698982348114,75.4030059504395,4.487782613582396,299.0517576871913,98.31861577018203,1.2841104942382557
148,37.10438831312338,6.9578901012645,76.83349047970191,4.544933463144267,294.85217325085256,99.26661136460216,0.7411937965402776
149,37.059396934646635,6.908560773033634,73.73362237769166,4.463335777268479,302.43530204186345,98.83557781678708,1.6188004286990647
150,37.050098570069174,6.905172153010874,76.64829119113585,4.634198369545213,299.39596270803094,100.0,2.446095880416534
151,37.069289641899395,6.881432197727926,80.30294033145604,4.510079279955255,311.27780250633896,97.63777535700267,1.0681404296544685
152,36.8639950556843,6.9112207650462105,77.00177297659192,4.253301178067836,300.86110868258976,98.99810170202998,1.1334851451986485
153,37.0464507394322,6.897038204131849,77.40140181143737,4.50351779433782,292.5307671492983,97.94079899018848,1.0946361141781293
154,37.058614494659736,6.955840303202727,74.39967046965484,4.434145617915603,309.9016623895929,97.59071301301135,1.9022958893615614
155,36.857129716394724,6.942696341786853,75.66727718392104,4.371872418453906,297.828689250538,98.43913286296502,1.7742427270982202
156,37.373154902228954,6.908236993096446,76.12960723935213,4.408257336177742,305.26536683672305,98.57735247940704,1.4807311537917718
157,37.09476658418236,6.966548716106886,76.22456980648754,4.5399408471832965,295.225892938072,100.0,1.1109904691805177
158,36.76173930055947,6.940635309739832,79.40328759000754,4.658864082824823,293.50173114502564,98.23585418431679,1.626188395819962
159,37.13131072172676,6.9140033723298275,77.93538212145025,4.554318447386498,300.84168230185696,97.27982127051531,0.8076889363320979
160,36.805063665954535,6.870011885702528,74.57708408612594,4.459349661178425,300.12828643543685,98.67301071749439,1.6717132834287467
161,37.15741692074849,6.965318851451815,77.27300955686401,4.562590419517071,304.79827035366833,96.31535996245363,2.0457621930439673
162,37.23171911580148,6.891208550664728,77.75644349699357,4.468090968978101,297.31354246690256,98.28804321739572,0.9944004316831612
163,36.83586353632966,6.885592025060862,79.02029807704253,4.441539963083685,281.636402162296,98.38602528229517,0.8637408615851683
164,37.192675225848866,6.938451408640193,79.88108137313675,4.392563733176702,295.6722611641161,99.1546003829452,2.42971894584743
165,37.0825561853873,6.966295048126786,74.66981161634426,4.329817119324828,307.93818467143814,99.32362224942784,1.3441201802477076
166,37.1644120319989,6.94468545637021,75.05828497757933,4.463007629344055,297.02623920756895,97.83643038109228,2.227973922971911
167,37.37935859653079,6.927778182401047,74.14484428217077,4.514805348992013,297.5361659748545,98.17938598537006,1.593001167401084
168,36.950922376799426,6.927895086833306,76.17196028178604,4.486337632998511,309.86376505905935,97.55387916938932,1.5990225915293361
169,36.849252767128505,6.932568311175606,77.55271674889268,4.451403307205265,292.8802677274108,97.1819374451923,1.9092063497483225
170,36.82209711407489,6.930178571795735,78.5746690331782,4.3954253939303225,284.571967817571,98.60989477938062,1.2580005716267797
171,36.83683794300691,6.920123828479388,76.42809795271495,4.547824619168497,298.39368880474507,97.0164144514034,1.7762485717478227
172,36.98457965811718,6.916084022079037,75.92030495349032,4.352286808005341,295.1582604875126,97.86537309942814,1.5292552925879537
173,37.06823039496333,6.91224813744201,76.84351598449749,4.558602791384347,290.33753680246747,97.27482604010076,1.0697532782974841
174,37.055338159866004,6.897920708222666,74.84971419673995,4.377778298107327,298.2462154410131,98.80968318629027,1.9087410373631994
175,37.165436649807205,6.906886498462664,80.67907744338955,4.399756476264696,304.9150564724678,100.0,1.618346096561042
176,37.00260037837558,6.878140863716093,73.26467794576389,4.325321480938432,299.90711438432186,96.93841201719667,1.6814875857776461
177,37.29070681543146,6.909533207464105,76.82948115779145,4.418859785311437,303.0698107268624,96.37698151710244,1.1649195282929212
178,36.94706863335241,6.8912281778569815,80.48721243845928,4.563531245847798,318.13407698515425,98.09511311464993,2.575700183881402
179,37.544033833317926,6.8884282136556845,76.43359968912,4.514562808844396,296.5712113844244,98.22569779595776,2.228357093193058
180,37.125133469553,6.91359788302307,76.01992192999701,4.557842211202804,302.7834863464467,98.4186593067573,2.2820779420859894
181,36.82856848871674,6.937340045726892,75.66510915437914,4.5092142545933935,294.9078663740087,97.74367948476565,1.657277648779159
182,36.785821500387776,6.927366332120046,75.99921663647518,4.343633017146963,291.5364028011303,97.97936070117457,0.9554085552482899
183,37.09649448304864,6.877089987927537,79.08569694935306,4.417921077567244,294.1509234658223,98.5375104105406,2.8064586912447553
184,36.95530744293483,6.888207437268593,71.89627617734098,4.369980087088254,295.2124142847831,99.20043089264483,1.809451245997066
185,37.14280009881842,6.926315423759764,79.36686740259265,4.578057490403904,303.5947579754713,96.19495122968172,1.4756001019899732
186,37.094647524914706,6.887350252129234,73.43208569509972,4.322321135357369,323.4907578670076,97.77106056096854,2.068400787241557
187,36.98543421746862,6.90200733700006,75.72669534153117,4.528369768938911,292.8395656372416,98.34380879394107,2.4535603940016486
188,36.83064125638632,6.917001041980491,75.38151115940268,4.5252953870108765,295.83374694384537,97.20202389538927,1.868474721957267
189,36.697030555062824,6.886133110902727,77.39710653954144,4.615962020171609,299.3687698688875,99.8411696317673,2.5292875839696873
190,36.9106970095866,6.90710751012292,73.00375129623251,4.38903134073705,303.95798848709745,97.46459011977126,2.4414999692584343
191,37.17127975886469,6.877819490101635,77.10434533216389,4.498232215958016,302.63550811954786,98.04870731299272,1.371809406298971
192,37.04281874882604,6.8919726471209755,80.2086192465737,4.652165183653883,312.8409579394812,98.63602209684228,1.5831049471702618
193,36.7508522442576,6.909895638682851,73.41365199081437,4.359235832306631,275.73607929464794,97.4787152111981,2.4087685816398836
194,37.034636185170235,6.871140125329366,76.4994123352208,4.264495975246764,276.1307012980433,96.21342695219559,0.583693718094781
195,37.07706347594577,6.911309494759208,74.77603564440678,4.226998996609224,295.0412182798985,97.62134547308347,1.8752721534175056
196,36.823228512759776,6.901607244021466,76.93177441238608,4.483271202886133,310.9730018754371,99.06944055592705,1.244584399187664
197,37.030745021189105,6.912549799088343,76.09829555483151,4.220684979194141,284.343519683944,97.69310487321486,1.7317230992832378
198,37.0116417436892,6.905478282681293,74.75702618191139,4.3687680947062075,269.9236766030624,97.17356569854101,1.830589955485398
199,36.77140594043387,6.927782808599477,76.99574456974214,4.446731318703897,305.7117940621921,98.93567220950273,1.810877811046246
200,37.07155747206966,6.902504490052959,79.60869621957349,4.4185175536829915,302.4365722370271,97.66922510397694,1.7238693739436957
201,37.11215690527365,6.890911889177494,75.5981924165454,4.439544486418417,289.0979159320057,97.47983918634978,1.4614281751855933
202,37.21661024863506,6.901445950060646,77.39951588429636,4.416228985580085,290.1446039927907,98.12945608966331,3.165955633409343
203,37.210760410406984,6.909365960580728,73.35345408425766,4.51888658133134,290.30256280365325,98.74075020961878,2.9637310020806757
204,36.72446612640858,6.898977201406514,74.00712724636398,4.29276836192612,301.1053531747394,100.0,1.4589670898718585
205,36.812434992016975,6.898311833824078,76.84481255576075,4.317300486154147,293.73684723816996,98.77723610765743,2.8410583756517833
206,37.10300705344173,6.8829601662438655,78.84823205707193,4.304734055472918,304.9406391897552,99.09983996638834,1.8602672547635737
207,37.102757190182444,6.883241981648981,76.57122669757132,4.46201918118626,271.4537333709561,97.42403380101216,2.134593736665855
208,37.10300953726121,6.867947894564006,75.2138839389537,4.4660398588395065,291.431481348722,96.89413189403052,2.048363020051542
209,37.770546298130945,6.930491534863739,75.8185828108467,4.418122531931851,288.7394603908895,97.97233134961913,1.760125679373017
210,37.11417810213863,6.870122735292174,73.29918453206056,4.488349366688993,297.43659321627507,98.0071699152596,2.5919261718030735
211,37.22711312803612,6.880641896044081,76.98903065271074,4.249195913262362,294.61952241509863,96.81148725863541,2.1729432652883287
212,37.19080035269864,6.879631854688617,77.52466612464683,4.530722411155113,307.97843779895766,97.70470547009599,1.8817242883903793
213,37.130278250261156,6.911398487538889,74.83581933433383,4.513323862171226,281.4066322833994,98.26931760171914,1.4777052780997635
214,36.93694615107193,6.887101006434159,74.779915704481,4.431562199724574,300.4549147633075,98.22039339501808,1.69320249314044
215,37.151793844098655,6.917454841453475,76.2317564593041,4.533179890877107,305.58336423211705,98.35428785338426,1.3293099421989516
216,36.845434957092486,6.878530187515123,74.80656052791882,4.186337679232223,318.56647436561957,98.13096473013745,2.166111774207585
217,36.952636278652,6.8970798832444755,75.52773477074835,4.296555186373735,295.1823402890652,97.32299134072994,1.571667203857802
218,36.90292729043418,6.874293058934805,79.83944357833303,4.272469653931805,303.24458604352515,97.30609937335115,2.0472197437407296
219,37.016374827877264,6.933402982555468,75.12594859850802,4.415147932375734,281.96137207437636,96.61104860200612,2.8750509268051854
220,37.462931713334704,6.866248031619409,74.88331969595755,4.234985926039785,276.0804379568698,99.58477503918509,2.799649786460793
221,36.62654696148165,6.895696414204541,74.28491638872968,4.412749514933748,308.447743757817,97.8034503646193,2.193861552948691
222,37.137252038074905,6.901675537618642,77.04838394299988,4.471053614399671,299.9443970635193,97.55514694420515,2.176457636928425
223,36.67745682576207,6.8967759819490295,75.1775516535638,4.4005202900084,311.78512689798424,96.84120791854754,3.169937274710504
224,36.90561362684211,6.884294246822446,74.22125392335714,4.35637510236615,286.26597111030253,100.0,2.5003780601793557
225,37.21779011939347,6.884903586005332,78.14260806454602,4.226212665909925,305.1990213952875,96.67667196777711,2.0860967700617383
226,37.012856003819095,6.887876229439581,78.31920600902728,4.237314903387464,318.6881784054385,97.31115207439392,1.5469909414397742
227,36.78445104441414,6.88355995996743,74.25915286852258,4.443961890529667,304.19705608357265,98.14583683628607,2.4669366090823717
228,36.856939258148,6.9052775823358985,71.70692009727877,4.3939349003905335,302.7658150559105,98.32021296574428,2.6946618862914313
229,37.135919549786934,6.929710460031828,77.43502737967384,4.309098048062245,300.0855608082435,98.66793205521567,1.9741742377431781
230,36.853926673656574,6.873850164299843,74.03074034848,4.2682090454234105,284.2911854287409,99.50760850776926,2.4456013775690164
231,37.0432917179164,6.857103940408418,76.96125119832553,4.104419212688863,313.5557293571035,98.19615765546071,2.1282133525424856
232,37.009114367980764,6.882234359032975,71.41979236457632,4.196914758131556,293.8914236019493,96.62396920003334,2.2279838004004984
233,36.86967993047884,6.935094186753086,77.12519467659862,4.492141908713973,305.04483256383014,97.41305487487821,1.0860889712188344
234,37.42878881786506,6.8669265086406055,72.89765614143843,4.169954442899753,284.3696569342875,97.96783237251388,2.2291092981419323
235,37.1267838044636,6.9152823361088815,76.76152823813305,4.313947982122108,288.20540335492217,99.71822604150583,2.8346846512040274
236,36.59497148266848,6.915554016281528,75.30854613567287,4.39274439731952,314.3508739922224,96.2421945215757,2.0442987222167206
237,37.03729086295389,6.87042823516584,73.35212116120671,4.16350773319977,296.52697711042157,98.83257650522522,2.3962631841076583
238,36.86764270704632,6.892379661583706,74.42592737414644,4.304471047478108,314.53275476042546,97.79991436954643,2.0020246466540397
