Time_hours,Temperature_C,pH,Dissolved_Oxygen_percent,Glucose_gL,Agitation_RPM,Cell_Viability_percent,Product_Titer_gL,Glucose_Consumption_Rate,DO_Change,Specific_Productivity,Agitation_Normalized,High_Titer_Flag,Low_Viability_Flag
11,36.90685404928595,6.998451992093848,78.25455044286757,5.099579664754218,285.94436946143713,100.0,0.3332682534703557,0.13894328362813546,1.6696701716055173,0.003332682534703557,-1.367387267506653,0,0
12,37.04839245431321,7.0355052174525055,78.22171530042542,4.835283643141575,290.15006874182984,99.88878365489816,0.2198052092013914,-0.2642960216126431,-0.03283514244215269,0.0022004994070283987,-0.9433760214048418,0,0
13,36.61734395106844,6.979716243638209,77.86019379778226,4.821288181488701,301.98680009547405,99.63231668303902,0.6770897737607378,-0.013995461652873686,-0.3615215026431571,0.006795885073261601,0.2499825324103566,0,0
14,36.655016433497394,7.027719276063305,81.3789496838635,4.8996400673654,299.20932658135445,99.93660907045164,0.3795015716963794,0.07835188587669872,3.5187558860812373,0.0037974229386634954,-0.030037489759812692,0,0
15,36.8875424941518,6.996458215669253,79.31234772245439,5.058837885101932,294.20875890364255,99.33823644205768,0.0,0.15919781773653163,-2.0666019614091056,0.0,-0.5341859775340219,0,0
16,36.79743377593312,6.978971639927711,79.15097031737878,4.800065392452316,295.1916621048802,97.735250494281,1.2492810869958308,-0.25877249264961577,-0.16137740507561205,0.01278229789843259,-0.43509139578462847,1,1
17,37.062849466519054,6.981822283318913,75.65227527118648,4.665784440188943,306.9616799715929,100.0,0.2671667316691166,-0.13428095226337344,-3.498695046192296,0.002671667316691166,0.7515412209533501,0,0
18,36.81839518489576,6.984593053836114,80.91083606041845,4.9008841141591,294.82307427130786,99.9753249991994,0.1063298866892468,0.23509967397015785,5.258560789231964,0.0010635613006519187,-0.4722517765421384,0,0
19,36.71753925973295,6.998983318928039,77.14148321029306,4.998174079991092,299.11908755970927,100.0,0.6719627115277855,0.09728996583199123,-3.7693528501253866,0.0067196271152778556,-0.03913523010305621,0,0
20,37.29312975378432,7.00045670976071,79.71986526053266,5.060026174973883,321.69936588080543,99.7420922501231,0.3247254729650361,0.06185209498279143,2.578382050239597,0.003255651306679256,2.2373689395815863,0,0
21,36.95484473990269,6.978025999921228,80.13475387591639,4.890683863791461,285.7631736311608,99.05488319927542,0.4096140964696635,-0.16934231118242238,0.414888615383731,0.004135223658238181,-1.385655114221731,0,0
22,37.01350564093759,6.98851290815478,82.2813171916773,4.8928573392884,281.4815726842534,99.59407551905124,1.4660919993003434,0.002173475496939581,2.1465633157609147,0.014720674815841795,-1.8173186335971268,1,0
23,36.71505036275731,7.031345407172237,76.92235920176178,5.046390073425575,307.8358966479861,98.17060523780567,0.0924392858724766,0.1535327341371744,-5.358957989915524,0.0009416187834286477,0.8396782173497848,0,0
24,36.89112345509496,7.022550863402015,73.48097568835834,4.741025830030458,293.2135693870589,100.0,0.081119552991302,-0.3053642433951165,-3.441383513403437,0.00081119552991302,-0.6345192441090612,0,0
25,37.02218451794197,6.99622647339348,79.86769908950738,4.886147922481699,296.8176247225738,98.5154880015776,0.3082892560062319,0.14512209245124108,6.386723401149041,0.003129348108200967,-0.2711646883147496,0,0
26,36.76980128451554,6.987760069563364,83.08102236302172,4.941042388992505,292.1884362186889,98.7080337161528,0.7957579677905193,0.054894466510805984,3.2133232735143338,0.008061734570448644,-0.7378713772887503,0,0
27,37.075139603669136,6.988900626534366,81.93789270587887,4.963921872128503,297.4019985923249,99.2897407956136,0.0,0.022879483135997525,-1.1431296571428504,0.0,-0.21224913677789012,0,0
28,36.87987226201624,6.998270359454608,79.85931883054926,4.865019330680912,315.98538112096344,100.0,0.0,-0.09890254144759059,-2.07857387532961,0.0,1.6612949892821407,0,0
29,36.94166125004134,6.965044148696032,78.43672762873591,4.916444101170584,308.0212845861812,99.72450899926264,0.0,0.05142477048967198,-1.422591201813347,0.0,0.8583687050536541,0,0
30,36.87965867755412,6.979852469251534,81.01424519327463,4.661167264658701,308.6222351188697,98.46386420396954,0.0,-0.25527683651188315,2.5775175645387236,0.0,0.9189554867569351,0,0
31,37.37045563690179,6.951128318522448,77.43290760059107,4.841175158766616,285.8377294420736,100.0,0.0975843262371807,0.18000789410791462,-3.5813375926835676,0.000975843262371807,-1.3781385277561546,0,0
32,36.99730055505241,6.9919844624521055,80.31271553871244,4.949350871255446,288.4884626344713,100.0,0.5712498480646451,0.10817571248883073,2.879807938121374,0.0057124984806464505,-1.1108962431658425,0,0
33,36.78845781420882,6.996443918794055,80.35094031833326,4.802770596574532,271.60921340514574,100.0,0.0,-0.1465802746809146,0.03822477962081905,0.0,-2.8126326303478315,0,0
34,37.16450898242064,6.973336270754012,81.44041981499775,4.903898422158959,291.90619178917245,100.0,0.0,0.10112782558442746,1.0894794966644952,0.0,-0.7663267670553195,0,0
35,36.75583127000579,7.0139797352658,84.81932007782216,4.9396872500802695,309.5670318638566,100.0,0.384668580857674,0.03578882792131033,3.378900262824402,0.00384668580857674,1.014208242231506,0,0
36,37.04177271900095,6.957484686739954,80.06483193435753,4.857745079914224,305.1694651574837,100.0,0.7912717423075851,-0.08194217016604544,-4.754488143464627,0.007912717423075852,0.5708532577993133,0,0
37,36.60806597522405,6.952212502395804,78.242072748585,4.906046377099657,297.7848673704788,98.9432846569967,0.0,0.04830129718543308,-1.8227591857725258,0.0,-0.1736489761636098,0,0
38,36.73436279022032,6.9854890363712,79.18885137561601,4.7897267434715385,299.77699716281944,100.0,0.7901161991529921,-0.1163196336281187,0.9467786270310086,0.007901161991529921,0.02719406546442032,0,0
39,37.03937224717382,7.001441966052243,75.68184819022176,4.862338872030396,293.11114457424594,99.9931681897589,0.7986531018691632,0.07261212855885724,-3.507003185394254,0.007987076680614262,-0.6448455346061105,0,0
40,37.147693315999085,7.013678553829158,77.81057373782188,4.941021616958922,302.04758882401785,100.0,0.877042551078314,0.07868274492852656,2.1287255476001263,0.00877042551078314,0.2561111457087363,0,0
41,37.03427365623799,6.970322314742621,78.3614351237738,4.892697296096843,307.65878279480614,97.89772916835668,1.0192401074358433,-0.04832432086207916,0.5508613859519187,0.010411274256249966,0.8218219084265965,1,1
42,36.97687034352235,7.000573616668626,78.11182320413081,4.815346873043606,283.8411321258953,99.4096142346118,1.521006962329808,-0.07735042305323692,-0.24961191964298735,0.015300401012925706,-1.5794319773242511,1,0
43,36.93977926088214,6.977729830609986,79.44470974406744,4.89342164042908,302.99647687837347,98.75717640966344,0.2519539756904724,0.07807476738547336,1.3328865399366236,0.002551247259696041,0.351776379838572,0,0
44,36.70429560192652,6.974547454001184,77.4751601352356,4.939460979063663,309.32434870954665,100.0,0.4947857900389291,0.04603933863458387,-1.9695496088318407,0.004947857900389291,0.9897413510425423,0,0
45,36.85603115832106,6.995173198749733,81.34206133464893,4.660005872142253,295.8489971103663,100.0,0.2417807833759872,-0.27945510692141085,3.866901199413334,0.002417807833759872,-0.36882003014469505,0,0
46,36.90787224580804,6.990046457568269,79.0804141298364,4.97790740649559,307.00700612120585,97.46551364898367,0.4609884223779054,0.31790153435333757,-2.261647204812533,0.004729759328393098,0.7561109240864252,0,1
47,37.211424445243786,6.944972156860315,79.04139935772277,4.825374526131893,328.1465444447255,99.50796513599572,1.236436677818156,-0.1525328803636974,-0.03901477211363158,0.01242550459280662,2.887362206925557,1,0
48,37.068723657913694,7.005530806994518,78.38421056697418,4.898548993324023,298.9565720701311,100.0,0.0,0.07317446719213017,-0.6571887907485916,0.0,-0.05551975753899384,0,0
49,36.64739196892745,7.00310182708295,79.33038136771795,4.9727246923645225,303.93307050005325,99.32332103768655,0.0594751639172122,0.07417569904049959,0.9461708007437721,0.0005988036172757992,0.4462021107677622,0,0
50,37.06481679387896,6.962488745969809,80.65019652933528,4.712832630276953,292.6194291633861,100.0,1.1885904682522803,-0.25989206208756954,1.3198151616173277,0.011885904682522803,-0.6944194223679294,1,0
51,36.922983543916736,6.982416070668748,77.2457395685782,4.776055899757246,301.8125116260205,99.84116546762708,1.020018253451045,0.063223269480293,-3.4044569607570736,0.010216409721116286,0.23241107373315228,1,0
52,36.86461559993881,6.983880603725655,77.64376702184948,4.8151451304124295,304.60271624982306,99.82166023195263,0.338434176591461,0.03908923065518355,0.39802745327128264,0.003390388176324172,0.5137146241161173,0,0
53,37.12233525776817,6.978713475316478,78.33254794244667,4.762624647887558,301.9484234027014,99.1986850219317,0.95720100056036,-0.05252048252487196,0.688780920597182,0.009649331544553576,0.24611346136201437,0,0
54,37.2061999044992,6.961993896923092,76.22825815305357,5.011493657583681,289.8030468029114,98.24341919586428,0.7106079212460167,0.24886900969612302,-2.1042897893930927,0.007233135074719905,-0.9783621663799364,0,0
55,37.18625602382324,6.959067532641239,77.26148428055701,4.74932279061732,302.06361771325453,98.32846985257495,1.300137304500494,-0.26217086696636027,1.0332261275034398,0.013222389267826555,0.2577271502886543,1,0
56,36.83215649535547,6.971488918580172,77.92755825291067,4.7764453220513134,314.6219593871764,100.0,0.5972547969133863,0.027122531433993124,0.666073972353658,0.005972547969133863,1.5238371945699714,0,0
57,36.93815752482976,6.994954580385187,80.60877836142545,4.849438903160298,304.4863576451453,99.44945825551888,1.0828160569362912,0.07299358110898435,2.681220108514779,0.010888104127768852,0.5019835530920657,1,0
58,37.06625268628071,6.981872003091889,79.36512265800386,4.705785047392391,309.6198718907184,99.28148775539276,1.90100595524631,-0.1436538557679068,-1.2436557034215951,0.019147637673701676,1.0195354813277924,1,0
59,37.19510902542447,6.963087713358278,79.20717982273509,4.783431928824374,297.6298802998737,98.98610995767764,0.889049577523733,0.07764688143198306,-0.15794283526876995,0.00898155890663704,-0.18927450156513176,0,0
60,36.90416515243094,6.985433974212967,80.50179592433594,4.851745326125018,307.4990023942371,99.09481115451923,0.6246640828974218,0.06831339730064379,1.2946161016008517,0.006303701229354771,0.8057131278811643,0,0
61,36.96286820466724,6.9125291475873984,78.5052564232012,4.783713959561749,302.79267838216526,100.0,0.9712234926104896,-0.06803136656326902,-1.996539501134734,0.009712234926104896,0.3312297718740462,0,0
62,36.7787330051988,6.991975314007442,79.54092969985778,4.804661314110005,290.49089270312766,99.04475591813195,0.4373595708980575,0.020947354548256136,1.0356732766565813,0.004415777158960021,-0.9090147456938147,0,0
63,36.760758675183865,6.9337057244244376,78.533556494135,4.758066788755163,303.18521004798873,98.02893528669844,1.8239838527623664,-0.0465945253548421,-1.0073732057227858,0.01860658638623267,0.37080412792374634,1,0
64,37.16250516447884,6.960751181171937,79.25072469879926,4.656552969081923,290.0830333655969,100.0,0.7300355188479908,-0.10151381967324014,0.7171682046642616,0.007300355188479908,-0.9501344107984769,0,0
65,37.27124800571416,6.945106602107478,77.53448268477683,4.837159321133924,293.6711972511521,99.14512333613528,0.5135333398872436,0.18060635205200093,-1.716242014022427,0.00517961269911575,-0.5883820031965482,0,0
66,36.98559797568393,6.941106370485581,73.80236568344715,4.977493307164724,301.89328307292374,99.37139586553278,0.2421554974899819,0.14033398603080016,-3.7321170013296836,0.002436873260970003,0.2405543097487525,0,0
67,37.2007065795784,6.98971653574757,78.39144167562739,4.800840163078345,302.97244273380124,100.0,1.218610095803219,-0.17665314408637922,4.589075992180241,0.012186100958032192,0.34935329941611504,1,0
68,37.07232720500953,6.956645975973762,81.48549627219988,4.818526411724755,288.1076753492287,99.29943944264949,1.1135937064138697,0.01768624864641044,3.094054596572491,0.011214501437916245,-1.1492865513051267,1,0
69,36.870976049078976,6.9724300776346135,80.4724308044832,4.862272275511686,310.53985771182874,99.59918367311872,0.4413228142929534,0.04374586378693124,-1.013065467716686,0.004430988267347256,1.1122868428489545,0,0
70,37.07227912110168,6.964061588422416,80.53079496918234,4.66306695034533,305.7200627830047,98.12107650870168,0.9882256725612114,-0.19920532516635614,0.05836416469914241,0.010071492361516972,0.6263635474641643,0,0
71,37.3076073132932,6.974040816544463,81.05226144361244,4.957251465812961,292.9527156438912,99.07033054764904,0.0,0.2941845154676308,0.521466474430099,0.0,-0.6608180622881201,0,0
72,36.99283479217801,6.965536437821205,78.73731518192288,4.80423287964228,284.62415203550825,99.8895260452086,0.8124852875365781,-0.1530185861706812,-2.314946261689556,0.008133838648597238,-1.5004892794605755,0,0
73,37.3129287311628,6.937840155516229,78.9346314148112,4.944185689908911,298.5509542091857,97.71462626615876,0.9563781760383472,0.13995281026663164,0.19731623288831202,0.009787461842542675,-0.09641344089443767,0,1
74,36.47605097918205,6.982925336388943,77.2846962091313,4.704696700447601,295.5405628613884,99.46084509311572,1.5936649047796114,-0.2394889894613108,-1.6499352056798955,0.016023038043640334,-0.3999158317059958,1,0
75,37.16438050087505,6.952624868336774,77.8678542879459,4.956806192255783,301.1314045705302,99.3507910726448,0.3645905986356553,0.25210949180818254,0.5831580788146056,0.003669730202440648,0.16374305158673347,0,0
76,37.017409413647634,6.930868362026804,79.71154229954229,4.849515549403479,296.3688333884444,99.28128745558745,0.1208236855988378,-0.10729064285230372,1.8436880115963845,0.0012169834688423751,-0.31641104573052065,0,0
77,36.94019852990682,6.9529376967806815,80.86776887433763,4.824304008585236,279.9254313925499,100.0,0.3222860195374791,-0.025211540818243172,1.1562265747953404,0.003222860195374791,-1.974206077091203,0,0
78,37.0183521553071,6.991015195812687,78.16110744863799,4.789402445435315,296.1165306169884,99.55443851484851,0.11171574984254,-0.03490156314992099,-2.706661425699636,0.0011221573996007986,-0.3418477698963988,0,0
79,36.60248621707982,6.9775044348422695,77.51962147029718,4.738147138192555,296.94380888931687,100.0,1.4583286788794916,-0.051255307242760395,-0.6414859783408104,0.014583286788794916,-0.25844302130719804,1,0
80,36.9560656224325,6.953026957311843,78.4010559177132,4.880053165847387,306.33661024774057,98.20641048440596,1.5743196475120182,0.14190602765483185,0.8814344474160123,0.01603072182097524,0.6885227845789843,1,0
81,37.07142251430235,6.952514845913632,79.58241349785823,4.7710359869848045,293.0180032538895,99.32592456721837,0.9701082889744144,-0.10901717886258222,1.1813575801450327,0.00976691929323948,-0.6542358796295934,0,0
82,37.29557880894831,6.952567298975652,75.47229036773291,4.557293029641285,316.78674673372564,99.26446678638996,1.430647472842574,-0.2137429573435199,-4.1101231301253165,0.014412483330225559,1.7420872688525224,1,0
83,36.89634595634527,7.000034959671217,73.74763809372553,4.6392813538293005,280.8835944934824,98.10074550624492,0.8969791902901177,0.08198832418801594,-1.7246522740073829,0.009143449274124197,-1.8776057489866156,0,0
84,36.838301279421366,6.965638709044631,77.21892630101682,4.729415424780726,313.11167497802626,100.0,0.7924441761496169,0.09013407095142512,3.4712882072912947,0.007924441761496169,1.371572961775826,0,0
85,36.89964859128309,6.9661008329438205,75.85857514817168,4.775999898316556,297.7568102912189,100.0,0.6834811904731192,0.046584473535830284,-1.3603511528451406,0.0068348119047311915,-0.1764776418255671,0,0
86,37.18308042354042,6.977605669080637,77.26371960470539,4.73634115111001,308.59584872343555,99.12299392551616,0.7048045043112172,-0.03965874720654572,1.405144456533705,0.007110403715618471,0.916295256516431,0,0
87,37.065750221931935,6.961275783180531,77.96443936236506,4.860897078979367,300.7980148405873,99.63502108827376,0.0960992218454843,0.12455592786935643,0.7007197576596695,0.0009645124856283531,0.13013128207918245,0,0
88,36.89404795924659,6.950819157083586,77.33350318195397,4.540889813596137,311.3955553602547,99.20451847581532,1.0121273818036696,-0.32000726538322954,-0.6309361804110836,0.010202432281856317,1.198556783233662,1,0
89,37.10265348662267,6.9515730030183,81.12493506894148,4.747358793650515,296.1263803544719,98.39641533009282,0.8698330448929781,0.2064689800543782,3.7914318869875103,0.008840088757043925,-0.34085473658952026,0,0
90,37.01941550986961,6.953567974811719,78.85348952920464,4.548202077461285,289.01379574822187,97.27923972219796,1.272680362038938,-0.19915671618923003,-2.2714455397368454,0.013082753994309101,-1.0579330773925835,1,1
91,37.19372899810658,6.953755555269804,78.78094871922167,4.802971229548417,314.20504287271064,98.38422651690465,0.9567617482193048,0.2547691520871318,-0.07254080998296786,0.009724747371520083,1.4818044007268174,0,0
92,36.85958938122453,6.968552590872739,79.4044142880868,4.7145541285558,298.8651935411786,97.68804161904826,0.8386481492154542,-0.08841710099261668,0.6234655688651287,0.00858496224630964,-0.06473238101607506,0,1
93,36.93446757068045,6.954538917716146,75.86233376443846,4.762960997202412,302.2155847362421,100.0,0.4944034849961847,0.04840686864661148,-3.5420805236483375,0.004944034849961847,0.27304819977113565,0,0
94,36.92157836937357,6.967652801544312,80.19822357484054,4.631611703941023,312.347519140448,98.94489030607676,0.9760766184108808,-0.13134929326138867,4.3358898104020795,0.009864851185255541,1.2945321066633155,0,0
95,36.70729701037358,6.950885668397828,77.94847142692907,4.842946493165775,289.6804475790556,98.70408067095282,1.319118615408081,0.21133478922475213,-2.2497521479114653,0.013364377708005729,-0.9907224057152968,1,0
96,37.05922405541291,6.953572703806322,79.42096123448242,4.8161724664058845,305.9549089763926,99.92915382478782,0.3883305044580696,-0.026774026759890823,1.4724898075533446,0.0038860581681593575,0.650040329959025,0,0
97,37.05221105443598,6.911535986309358,75.91628553391969,4.7673544303011886,294.1010524353711,97.90824889714412,1.0137368768403696,-0.04881803610469593,-3.5046757005627285,0.010353947581120912,-0.5450447552973074,1,1
98,37.001022691328494,6.969326553494049,74.93248246796787,4.693048275313656,298.67830644355627,98.25313596199544,1.096521475764742,-0.07430615498753212,-0.9838030659518182,0.011160167714024713,-0.08357401135151755,1,0
99,36.95308257332497,6.95742976951796,79.65577931605006,4.760985728529514,300.7227896538429,99.07807226924862,0.6309676081908678,0.06793745321585742,4.723296848082185,0.0063683880170396145,0.12254721031293621,0,0
100,36.71692585158992,6.969960202197194,78.75281905219504,4.629310743201265,284.99778138553063,100.0,0.7060718475459999,-0.13167498532824862,-0.9029602638550216,0.007060718475459999,-1.462820621831681,0,0
101,36.915870935446925,6.891574892436126,76.17589689128498,4.782555565902071,292.21162957179564,99.49168504516878,1.125305424383107,0.15324482270080608,-2.5769221609100583,0.011310547447982447,-0.7355330639913813,1,0
102,36.93145709669464,6.990767494095614,76.2206738374506,4.858948089432392,313.5107289241314,99.22832514251589,0.4532894908536885,0.07639252353032067,0.04477694616562644,0.004568146143781578,1.4118048827167085,0,0
103,36.83954454615568,6.945708207436897,80.19086956882954,4.798061055997919,308.861911885848,99.04811773523602,1.2049618576246963,-0.0608870334344731,3.9701957313789364,0.01216541904254719,0.9431192792329923,1,0
104,36.9677428576668,6.97016365633475,75.54117621426535,4.615039753019259,299.37360422672765,99.36023585552677,0.5923228131704,-0.18302130297866004,-4.649693354564192,0.00596136681913334,-0.013475304858456744,0,0
105,37.080810171362906,6.926701881457489,81.18534590651193,4.72114173172731,302.43123458512895,99.15165290512924,1.5814268465166084,0.10610197870805127,5.644169692246578,0.015949576231772525,0.2947896403858937,1,0
106,37.377237180242105,6.959255478101252,76.07875853070426,4.552685845624136,297.0575749436354,97.91002772522306,2.22891387269415,-0.16845588610317375,-5.106587375807663,0.022764919227164608,-0.2469733266762522,1,1
107,37.03491556256637,6.925431688736527,79.13678385121676,4.736239031117568,313.5658338582798,98.97607922163316,0.6396215991490902,0.18355318549343203,3.058025320512499,0.006462385701466425,1.4173604658045325,0,0
108,37.05151007814455,6.933524620786083,77.18276304850204,4.721060341286254,297.99647422205834,97.84631134108226,1.3471039311873374,-0.01517868983131443,-1.954020802714723,0.013767549463274815,-0.15231514346658104,1,1
109,36.98511081684676,6.983780627077336,79.02637486216467,4.486018366046784,302.3184209213485,98.99108254290084,0.7266290475589905,-0.23504197523947035,1.8436118136626334,0.007340348533354844,0.2834159641033622,0,0
110,36.6162457569402,6.941186351984733,76.71177199577161,4.553821615608763,311.46030144142065,98.41935205851176,1.620477086898895,0.06780324956197958,-2.3146028663930593,0.01646502494687729,1.2050843699023919,1,0
111,36.99469722491016,6.948848657463594,77.4544141878554,4.638686110325623,292.22628515154094,100.0,0.4773707954573926,0.08486449471685997,0.7426421920837925,0.004773707954573925,-0.7340555140726037,0,0
112,37.01204604198821,6.961401354613775,77.84183835079145,4.633914025285917,315.58789184496896,98.84010561624828,1.3602933792138563,-0.004772085039705942,0.38742416293604265,0.01376256501075853,1.6212208156453642,1,0
113,37.492648422497055,6.953413637759453,75.73562508843705,4.540052306458119,284.6953859025662,97.4657604337384,0.6935055165553238,-0.09386171882779859,-2.1062132623544016,0.007115375835258578,-1.4933076055646997,0,1
114,36.96152780704377,6.946008378102871,79.20164869084024,4.696897872935219,316.296421311128,98.72581978932308,1.0365077054508158,0.15684556647710046,3.4660236024031974,0.010498851340638968,1.692653517276347,1,0
115,37.06030946846672,6.949799220049324,76.67357286705683,4.680147360894051,296.27324416048026,99.36935874563788,0.6344873624263466,-0.01675051204116773,-2.5280758237834107,0.006385140957289305,-0.3260481845178651,0,0
116,36.99305764605895,6.990068311704766,77.22280016931997,4.632573086802148,297.5730125217472,100.0,1.5711752354478767,-0.04757427409190296,0.5492273022631338,0.015711752354478768,-0.1950078114997898,1,0
117,36.766264392476096,6.940347624059328,75.67130125078297,4.573420849984164,281.0998982881705,98.24054760006128,0.7515098227802064,-0.05915223681798398,-1.5514989185369927,0.007649690897892935,-1.8557983786998644,0,0
118,37.228564562903,6.945021980934299,72.51533268240938,4.750870712641656,295.45205282622305,97.23757202597636,1.4559821296659137,0.1774498626574914,-3.155968568373595,0.014973452126889365,-0.4088392586561699,1,1
119,37.15038660653735,6.961513087920152,77.23794447479966,4.808540711308829,289.60193468973114,99.62683701143098,1.0179509858688336,0.057669998667173594,4.722611792390282,0.010217638303141511,-0.998637937905801,1,0
120,37.15820638940861,6.96211051865916,82.42523084322582,4.591643851615346,293.92353654626527,97.41940129410034,1.1427638141005685,-0.2168968596934837,5.187286368426157,0.011730351438423114,-0.5629415967794245,1,1
121,36.81812250904105,6.963240606111207,79.14920857579605,4.575783308284518,298.6268903421112,98.35384455849253,1.2838779537000642,-0.015860543330827426,-3.2760222674297665,0.013053663122812881,-0.08875769277758944,1,0
122,37.28055886218722,6.951774604440584,77.5214792405312,4.6831207665412,309.57791614472904,98.522379514489,0.8390876641705756,0.10733745825668173,-1.6277293352648456,0.00851672146273301,1.0153055763935488,0,0
123,36.71962978744154,6.915639901745391,77.01421834158347,4.595197062025302,302.07603351400627,98.70036654669988,1.3351835567704435,-0.08792370451589804,-0.5072608989477345,0.013527645372408055,0.25897888960645093,1,0
124,37.11737141876005,6.9706686306460215,77.56493178562408,4.6140602799336765,303.07676653401114,99.44916445707436,2.0051672821772053,0.01886321790837453,0.5507134440406105,0.02016273633995893,0.35987104250138496,1,0
125,37.438091125162,6.9145730921396265,78.59423823035041,4.698965315172467,289.0448061115444,98.0663657177136,0.8609526070836429,0.08490503523879056,1.0293064447263305,0.008779285341948082,-1.054806666796429,0,0
126,36.80189273497386,6.943052709304781,75.11837436938231,4.43106439124927,291.1924591039727,98.46627074783324,1.8459050716369223,-0.26790092392319664,-3.4758638609681043,0.018746572380751423,-0.8382840481300827,1,0
127,36.88674045407944,6.921414482999612,79.68864338933774,4.750830232485267,317.98725018351314,98.71572964705062,2.019048816743892,0.3197658412359967,4.5702690199554326,0.02045316206406844,1.863119927099641,1,0
128,37.01993027301753,6.93471723306814,78.87076263088248,4.623268052432934,292.6479896523675,98.8695979575188,0.871922505485978,-0.12756218005233322,-0.8178807584552601,0.008818914241571166,-0.6915400038182592,0,0
129,36.89930486917676,6.94207524820607,78.85637145141587,4.571850685543781,316.562082520573,98.80782717470792,0.5624726974547241,-0.05141736688915266,-0.014391179466613835,0.005692592515572506,1.7194370157977084,0,0
130,36.68986731378677,6.941427144309005,78.27695147761946,4.601076584577855,297.56938801119134,99.1360057752226,1.4509804500858825,0.029225899034074132,-0.579419973796405,0.014636260950191833,-0.19537322831512724,1,0
131,37.013712594961206,6.942938415084706,77.41923331538797,4.603242935502052,300.02287936143506,99.53383950964174,1.0362962386165635,0.0021663509241962586,-0.8577181622314924,0.010411496670096592,0.051983478705475046,1,0
132,36.78753925725478,6.966274225381173,78.70572247193364,4.430879869655508,310.7036516022993,99.07263411565096,2.254301609581501,-0.17236306584654404,1.2864891565456702,0.02275402919992998,1.128800256427066,1,0
133,37.09471848612704,6.94257068603028,78.52362826748276,4.750493822745324,312.71892421938657,99.12358552350922,1.3474037702499162,0.3196139530898163,-0.18209420445087687,0.013593170214069299,1.3319765171715656,1,0
134,36.81611515315324,6.928116867294187,76.61191857811795,4.6021325632270615,298.8918743972091,97.07777683325352,0.9389002959824104,-0.1483612595182624,-1.9117096893648124,0.009671629559411116,-0.062042463773227655,0,1
135,37.30998688100351,6.951781743365768,76.1527964542062,4.639300213044737,296.1175694647846,98.70022769916568,0.7764202444941444,0.0371676498176754,-0.45912212391175444,0.007866448361807655,-0.3417430350784302,0,0
136,36.84334934153275,6.955789409778493,77.48371259052398,4.687154977057404,299.44079551477785,99.1195075480016,1.9049524795454151,0.04785476401266742,1.3309161363177822,0.019218744389169658,-0.00670119670807818,1,0
137,36.93558769675887,6.90694784369726,80.35804030299037,4.48688375424397,303.3795752823212,99.35894119457043,1.0844080129579068,-0.20027122281343424,2.874327712466396,0.010914045579796952,0.39039969092378995,1,0
138,37.16270344347394,6.9429480013969975,74.7617858486922,4.633347189903523,308.91303686869753,97.92764922576622,1.401914399730214,0.14646343565955267,-5.596254454298176,0.014315817961668678,0.9482736105914034,1,1
139,36.753827136713205,6.944523454846219,74.28494946849511,4.556235890910121,300.04229858994154,97.95096072511136,1.8679013725562408,-0.07711129899340197,-0.47683638019708496,0.019069760610090403,0.05394129136120991,1,1
